id,content,label
4900,【太原城管抽打摊贩，“影响恶劣”被停职】澎湃新闻的...6月19日，山西太原。一段城管抽打水果摊贩的视频在网上流传，视频中城管手拿鞭状物抽打摊贩，摊贩被打倒地，并未还手。当地政府称影响恶劣，涉事城管被停职调查。（视频来源：网络）,0
4901,#安顺身边事#【黄果树瀑布现天价教授讲解员：1人1次收费1800元】贵州安顺黄果树瀑布出现特级天价教授讲解员，一人一次收费1800元。特级讲解员的身份为专家教授，能否预约成功看对方时间。据了解，选择特级讲解员的游客不多，一些外国游客会请特级讲解员，不过今年外国游客不多。黄果树瀑布...,0
4902,女子拒绝强奸，被判刑3年！日前，洛阳市洛龙区法院审结了一起“不配合强奸致死案”。本是开心快乐的宋丽，被判处有期徒刑三年，缓刑三年执行。洛龙区关林镇女青年宋丽加完夜班后，单身一人走在回家的路上，被刚吃过宵夜喝过酒的公务员江某盯上，江某按住宋丽的嘴将她拖到树林深处实施强奸，宋丽在被强奸的过程中没有配合江某，导致江某生殖器官折断，因失血过多而死亡。洛阳市洛龙区检察院向洛龙区法院提起公诉，指控宋丽犯有故意伤害罪。公诉机关认为，宋丽明知自己的行为会造成他人身体上的伤害，却放任这种结果的发生，最终造成他人死亡的后果，其行为已构成故意伤害罪。宋丽的辩护律师认为，宋丽由于天黑加上慌张，没有发现强奸者受伤，更为重点的是宋丽知道自己是处女，事后发现身上流的血以为是破处女血，在不知道强奸者的受伤的情况下，所以错过了救人时间，加上强奸者事前服用伟哥（法医鉴定书标明），兴奋过度而忘记了流血，这是强奸不慎致死，所以宋丽在主观上并没有故意伤害江某。然而该法院认为，被告人宋丽应当预见强奸者江某可能造成“一日二变”的结果，可宋丽在被奸时因疏忽大意没有预见，导致江某死亡，如果宋丽在被奸后及时报案，***出警能及时发现李某受伤，能及时得到抢救，但宋丽不相信公安机关，为自己的名声着想而迟迟不愿报案，宋丽的行为应构成过失致人死亡罪。另外，鉴于被告人宋丽在案发后认罪态度较好，同时，被告人积极进行民事赔偿，已取得被害人家属谅解，有悔罪表现，故从轻处罚。强奸不但无罪，而且变得有理。被强奸的不但要判刑，而且还要有悔罪表现，才予轻判。以后女人遇上劫色，是不是应该主动配合强奸？在被强奸过程中，还要注意施暴者的阴茎是否折断，要是折断了还要及时拨打120，免得流血过多死亡而坐牢。现在中国它奶奶的这是什么世道[发怒][发怒][发怒]此事说明一个道理:就是公检法战线上的革命干部基本都是从流氓部队提拨上来的！国家的法律就让这些流氓们遭塌坏了！看看这些流氓们将来会有什么好下场！你如果也觉得不公平，请动动小手指转发出去！......,1
4903,转发通知：5.12一定不去影院，大家一起为《贞子》票房为零，做努力！中国人拍的《金陵十三钗》在日本小鬼子票房为零。小日本拍的《贞子》3D将于5月12日在中国大陆上映。而5月12日既是南京大屠杀纪念日，又是国难日。勿忘国耻！！作为中国人，敢不敢让贞子3D5月12日票房为零。朋友们，必须转起转起！,1
4904,【今迎返乡出行高峰四川多条高速因雾关闭】据省交通运输厅高速公路管理局，从今日零时起，四川多条高速公路因雾临时关闭：包括成雅高速、绵遂高速遂宁段、成乐高速、南大梁高速、巴广南高速、巴达高速、内遂高速、成都二绕、成南高速、自隆高速、遂西高速、遂广高速、成德南高速、内宜高速、广...,0
4905,#地震快讯#中国地震台网自动测定：08月08日21时19分在四川阿坝州九寨沟县附近（北纬33.20度，东经103.88度）发生7级左右地震，最终结果以正式速报为准。中国地震台网速报，为四川阿坝州祈福希望我在成都的舅舅舅妈平安,0
4906,【扬州宁国寺三名和尚打架被寺庙开除住持：宁缺毋滥】近日，一“三名和尚打架”的视频在网上热传。经证实，此事发生在24日，打架的三人是扬州宝应宁国寺的僧人，系中层领导因寺庙管理问题而起冲突。27日，宁国寺住持称将3人开除，宁缺毋滥。|,0
4907,李双江之子#李天一#涉嫌强奸罪被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因是第一个与被害女子发生关系，所以不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。记住啊，轮奸要第一个上！草泥马！,1
4908,#四川航空#【专家详解川航英雄机长险境：极大生命危险上次类似事故还是1990年！】#川航客机备降成都#5月14日早上，四川航空3U8633重庆至拉萨航班挂出空中特情7700信号，之后备降成都双流。据中国民航西南地区管理局通报显示，该航班在成都区域巡航阶段，驾驶舱右座前挡风玻璃破裂脱落，机组实施紧急...,0
4909,#天津塘沽大爆炸##天津港爆炸事故#问候了下在医院的实习的同学，就发生在身边的事，在刚才又送来了6个伤者，这还是市区的医院！哎，大家都不容易，请还给我们一个真相好么？,1
4910,12月3日下午，网传河北保定蠡县后刘市村两名疑似“偷小孩”男子，被众多村民殴打，且车辆被村民们掀翻。今日，蠡县县委宣传部通报称，经调查，被传“偷孩子”的张某、王某其实是到刘市村见女网友李某，因李某12岁的儿子独自在家，张某带其上车去找李某，被村民误认为张某“偷孩子”。...,0
4911,胡燕桃，23岁，今年高考565分。因县招打工摔断了腿。她是这样的环境坚持下来的！家里的母亲也常年卧床不起！你的一次转发也许就能帮她改变命运！试试能否创造奇迹！都帮帮她吧办失职把她的志愿申请锁在柜子忘了提交，造成任何大学都上不成。高考了三次。以下是她身份证希望能转到引起关注,1
4912,据中国地震台网测定，北京时间2016年7月31日17时18分在广西梧州市苍梧县（北纬24.08度，东经111.56度）发生5.4级地震，震源深度10千米。广西南宁、桂林；广东广州、深圳等地网友表示有震感。,0
4913,明天和意外哪个先来，谁都说不清楚，请珍惜好每一分每一秒，人生最幸福的事莫过于活在当下邯郸电视台新闻主播，工作中突遇心梗，当即死亡。视频是她最后一刻的刹那。年仅26岁！一点征兆都没有，生命只在一瞬间！所以，不纠缠过去，别奢望未来，活在当下！健康才是硬道理！,1
4914,急找孩子，求转，求帮忙寻人启事13759695559帮忙扩散，4号上午一个三岁多小女孩在锦绣花园小区！！附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下2023乡道,1
4915,这些人贩子都不是人。13947904333帮忙！求扩散，今天上午一个三岁多小女孩在温州华润超市附近被人拐走了，小女孩能准确说出她爸爸的手机号码，从监控上看是被一个四十多岁男人抱走了，现大人都急疯了，有知情者请告之，万分感谢！看到信息的兄弟姐妹留意一下！联系人郑春蓉13947904333,1
4916,#河北永清4.3级地震#震中周边200公里内近5年来发生3级以上地震共11次，最大地震是2014年9月6日在河北省张家口市涿鹿县发生的4.3级地震（距离本次震中150公里），历史地震分布如图。@中国地震台网速报,0
4917,1898555459九寨沟地震四川阿坝地震四川九寨沟地震四川九寨沟7.0级地震现场视频传回，目前已发生两次余震，暂未造成恐慌。据悉，甘肃陇南、兰州、天水、平凉等多地有震感。祈福平安。四川九寨沟7.0级地震四川九寨沟7级地震地震快讯四川地震九寨沟县附近地震地震速报有理想de青......全文：,0
4918,今天在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用此次埃博拉极可能发展为比SARS更可怕的瘟疫。中国人口密集，防范意识差，很令人担忧。2环山东路,1
4919,急找孩子求帮忙实验小学寻人启事13940292999。有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999,1
4920,【2月有哪些新规？成都HOV专用车道13日起正式执法处罚】上月，成都首批两条HOV多乘员车辆专用车道正式试行。从2月13日起，若违规进入HOV专用车道，将面临罚款扣分等处罚。2月起，不出示身份证将无法签电信业务入网协议……2月这些新规你值得一看↓↓据华西都市报|2月有哪些...,0
4921,微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？如果你反对微信收费，请努力转发，至少表达了我们的心声！同时也请央视，各大媒体，炮轰一下中国移动、联通和电信吧，凭什么我们每个月的流量超过包月就要多收钱，支持请转发！！！[抱拳]@我爱新昌,1
4922,【吉林松原燃气爆炸，祈福！】7月4日14时45分许，松原市宁江区繁华路巷路施工过程中造成燃气泄漏，燃气公司在抢修时发生爆炸。截至目前，共造成5人遇难，89人住院治疗，其中14人重伤。事故具体原因正在调查中，后续救治救援工作正有序推进。逝者安息，生者平安！转发，为松原祈福！@松原发布...,0
4923,@潍坊晚报@今日潍坊@爆料潍坊朋友圈转发：今天上午的5岁儿子在双语幼儿园附近被人拐走了，儿子能说出他妈妈的手机号码从监控上看是被一个三十多岁女人抱走了现我们家老奶奶都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人刘波，电话：15864936688,1
4924,#近视谣言粉碎机#吃萝卜到底对眼睛有没有帮助？戴眼镜真的能让眼睛变凸吗？孩子一旦戴上眼睛，视力还会不断下降吗？近视谣言粉碎机，现在就为你揭开真相。戳链接，一起来粉碎近视谣言吧！,0
4925,#地震快讯#中国地震台网正式测定：08月08日21时19分在四川阿坝州九寨沟县（北纬33.20度，东经103.82度）发生7.0级地震，震源深度20千米。,0
4926,吴梦月，女，3岁：失踪日期：2014年12月09日下午2点左右，失踪地点：房山区花冠天地门口。孩子要方便。老人包里翻纸的功夫。孩子就在身后。回头孩子瞬间就丢了。如有知情者请提供线索，帮助找到孩子。愿意把价值50万房子卖掉给予酬金：跪求天下所有的好心人帮忙转发扩散。知情联系电话.15885896808。,1
4927,#广州健康#[益康针灸推拿科]运用独特的“三步定位诊断法”确定病变的颈椎、胸椎、腰椎、骨盆及关节错位的类型，针对不同节段脊椎及错位的类型独创了“治脊正骨四步十法”及颈椎牵引下复位等一整套科学的脊柱关节整复手法，定点准确，动作轻柔，速效安全，简捷实用。越秀区农林下路81号大院后院,0
4928,帮忙转发一条救命信息。急需rh阴性血，救命之恩必有重谢。电话1384567251315561663350都帮忙发一发真实的伤者在广东肇庆第一医院抢救是消防官兵。。。看到发一下啊！各位！没准动动您的手指就救人一命,1
4929,发表了博文《转载《西游记》是经典而《大话西游》则是当下》/新浪专栏水煮娱黄啸因为导演杨洁离世，1986版《西游记》刷屏。这是一部有很多记录至今无戏能破的连续剧，重播次数高达2000多次（一说300|转载《西游...,0
4930,#小牛哥看市#白宫预计明年GDP增长率回升至3.2%；统计局：中国1月CPI同比增1.5%，连续12个月低于2%；新华社：稳楼市调控目标不动摇，力度不放松；银监会：2017年底银行业金融机构本外币资产252万亿元；深交所发展战略规划纲要：全面加强上市公司一线监管。预计节前风险偏好依旧维持在低位，市场短期弱势，关注电子信息、传媒娱乐、餐饮旅游等板块。投资建议，仅供参考。股市有风险，入市需谨慎。,0
4931,谁的群最多，帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力，好人有好报我在:2海棠路,1
4932,甘肃省西峰人，施暴者是继父，望有关部门救救这个可怜的孩子。朋友圈的大神们，大家动员自己的资源力量，救救可怜的孩子。不要做冷漠的看客转发出去[菜刀][菜刀][菜刀],1
4933,注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！没有孩子的也请友情转转！！,1
4934,@楚天都市报急找孩子，求转，湖北省宜城市实验小学寻人启13759695559今天上午一个三岁多小女孩在世纪家园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰13759695559,1
4935,正能量﻿吴梦月，女，3岁：2014年12月09日下午2点左右，失踪地点：房山区花冠天地门口。孩子要方便。老人包里翻纸的功夫。孩子就在身后。回头孩子瞬间就丢了。父母和家人已经崩溃。有知情者请提供线索愿意把价值50万房子卖掉给予酬金：跪求天下所有的好心人帮忙转发扩散。知情联系电话.15885896808//【速扩：警方发现疑似被拐小女孩，帮宝贝回家！】据@河北公安网：近日，河北保定一家饭店发现一名疑似被拐小女孩，报警后孩子得救。小女孩长相清秀、身体健康，但无法说清父母姓名等家庭情况。警方已采集女孩血样，正在比对被拐和失踪儿童DNA数据。如果你认识这个孩子，请尽快拨打0312-110！,1
4936,这些丧尽天良杂种你不得好死！110已证实不是假的！在延津与原阳交界发现一具男孩尸体器官已被移走请注意：家里有孩子的都看好了，河南来了许多外地人专偷小孩抢小孩郑州已丢20多个，7个被拿走器官！凡是看到带黑口罩穿黑裤子得人千万不要理会，转一次可能就拯救了一个孩子！非常有义务宣传一下！,1
4937,分享网易新闻《女司机驾京牌JEEP穿插解放军装甲车队发生剐蹭》上月回家，高速上就是这种装甲车，120迈嗖嗖的。可远观不可亵玩焉http://t.cn/RtXyLRY来自@网易新闻客户端#网易新闻#,0
4938,【新型毒品“彩虹烟”出现，千万别碰！】一种名叫“彩虹烟”的新型毒品危害极大，别被她美丽的外表迷惑！据悉，“彩虹烟”外形和普通香烟差不多，也是纸盒包装，但其却是目前在境外“橫行”的一种新型毒品。人吸食“彩虹烟”时，会产生色彩斑斓的特殊烟雾。其毒性甚至比一般毒品对人体的伤害更大↓↓法制晚报的...,0
4939,家里有孩子的大人都看好了有一个100多人的组织抵汉专偷小孩抢小孩的五里庙已丢俩个永旺等已丢几个直接推倒单独带孩子的妈妈直接抢已解剖一个拿走器官学校每天也在教育孩子，如果见到面包车收粮食的车人带黑口罩穿黑裤子有问路的千万别停下不要理会收到的都传下这是事实让更多的人知道,1
4940,转：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。,1
4941,110已证实不是假的！大家注意！紧急通知：家里有孩子的大人都看好了，江苏省来了1000多外地人专偷小孩抢小孩的苏州已丢20多个，已解剖7个拿走器官！今天学校也给家长开会呢，说凡是街上转悠，跟到家门口楼下就走了，面包车，收粮食的车，收旧家电的，人带黑口罩，穿黑裤子，有问路的千万别停下，,1
4942,【潍坊一幼儿园老师坐压捶打孩子，园长也涉事】近日，多段“山东潍坊高新区一私营幼儿园女老师虐打儿童”的视频在网络上引发热议。4月5日，澎湃新闻从潍坊高新区教育局证实，一名涉事的女教师已被开除，一名涉事的幼儿园负责人现仍在派出所接受调查。高新公安分局清池派出所工作人员表示，幼儿园教职工...,0
4943,【聊城公安：于欢案中10名讨债者全部被抓，案件已移送检方】据山东聊城警方，目前于欢案中10名讨债者（11人中杜志浩已死亡）全部被抓。布告显示，2016年8月3日，聊城市公安局东昌府分局将吴学占黑恶势力团伙摧毁，首要嫌犯吴学占被抓，还有人员在逃，警方仍在积极侦查。|聊城公安：...,0
4944,#咸阳身边事#网络传播一张图片——详情戳图！咸阳礼泉县史德镇降污治霾办公室，史德镇食品药品监督管理所的封条贴在了住户家的灶台上治理污染就不让吃饭了？这是在滑天下之大稽吗？！@礼泉宣传@礼泉政务,0
4945,【医生被指用手术机会多次性侵女子医院出面回应】近日，网友爆料医生余东利用手术机会性侵女客户，并导致手术失败毁容，在网上引起强大反响。该医院在微博上发表声明：医院高度重视，马上成立工作小组进行核实调查，至今未能联系到当事患者。目前该医生已报警。患者录音曝光↓↓|医生被指用...,0
4946,寻人启13759695559今天上午一个三岁多小女孩在海口市世纪家园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰13759695559@海南大学黄海宁2铺仔路,1
4947,发表了博文《中央巡视组/纪检监察组驻进湖北省欢迎举报》中央巡视组/纪检监察组驻进湖北省组长施建明：手机号：1352066654313601244044副组长曾志勇：手机号：1399260262815,1
4948,一只救了32条人命的搜救犬牺牲了，同样是生命，为它默哀吧！——昨天下午一只军用搜救犬发现一位大爷，它就钻进里面，结果塌陷了，当战士们将其挖出的时候，发现军犬的内脏已经砸烂，这只狗狗在这几天已经发现了35名幸存者，有32名获救。听到噩耗，狗的主人负责人李指导像失去孩子父亲般失声痛哭。,1
4949,转发：妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！！没有孩子的也请友情转转！2杭州·城北,1
4950,#合肥爆料#【合肥某高校惊现“彩虹墙”，我和我的小伙伴都惊呆了】#合肥身边事#近日，安徽建筑大学出现“彩虹墙”，专注于基友表白，建大和合院的小姐姐你们怎么看？网友称:难怪现在那么多小姐姐没有对象，不仅要和同性小姐姐斗智斗勇，现在还要和小哥哥一起“抢”对象@合肥同城@安徽校园事儿@合肥探长,0
4951,雅安总人口153万，三星苹果富士康三家公司总共捐款加起来是1亿6000万，平均分给每个人是105万左右。现在还在缺钱，各地方各组织各学校还在圈钱。钱去哪了我们不知道，再加上加多宝集团的一个亿。还有香港一个亿。我只想问。钱呢。给老百姓们的钱呢。亲你要是赞同，就加入转载队伍里行动吧！,1
4952,"紧急通知！！！太可怕了！？？最近几起轰动哈尔滨的抢劫，强奸，杀人案已经逐渐清晰，这股黑势力共6人，黑势力头目:王杰，年龄21,身高182，体重120斤左右，黑色皮肤，走路外八字，此人曾因强奸杀人被监禁了8年，于2013年2月20号越狱。我在:2海拉尔西街",1
4953,是我的朋友的朋友帮帮忙谢谢！寻人启事13888033164。有线索酬金10万帮忙扩散，今天上午一个十多岁小男孩在锦绣花园小区附近被人拐走了，小男孩能说出他的名字……汪雄～从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人汪永超～,1
4954,【让孩子走丢找银行”疯传朋友圈，真相其实是…】最近网上热传：“在外面找不到爸爸妈妈的时候，去任意一家银行坐下，工作人员会联系你的家人……”“全国银行成为失联儿童安全守护点，银行就是失散儿童守护人……”事实是，多家银行表示根本没有接到这种通知！此外，还有走丢找公交车、找快递公司的...,0
4955,急找孩子，合肥市实验小学，帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰13759695559！,1
4956,#中国新闻#5月2日下午，河南三门峡当地流传一段视频，这段视频显示在三门峡市东高速路入口，多名警察围堵一辆黑色轿车，至少3名警察持枪向该车辆驾驶室射击。最终，警方击毙涉毒疑犯一名。未来网的秒...（，免流量看热门短视频！）,0
4957,#清风资讯#【监察六类人群四种情形可留置——监察法草案看点盘点】备受关注的《中华人民共和国监察法（草案）》7日在中国人大网首次公布，向社会公开征求意见。草案共10章67条，明确了国家监察工作的一系列重大问题，规定了监察机关的基本定位、监察范围、监察职责、监察权限、监察程序等基本内容。|监察六类人...,0
4958,山西保德同舟煤矿在露天釆区挖出大量黄金，当地老百姓闻讯后纷纷赶到现场进行搶救性揀拾。场面震撼！还以为是淮海战役又打响了如果你离的近赶快去吧我是雷锋不用谢～,1
4959,630新闻今天在宁波已发现中国国内第一起埃博拉，此疾病基本死亡率九十以上。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，此次埃博拉极可能发展为比沙士更可怕的瘟疫。中国人口密集，防范意识差，很令人担忧。,1
4960,【曝李天一第一个与女子发生关系不构成轮奸】李双江之子李天一涉嫌强奸罪于7日被批捕。李的76人律师团领队、法律大学副校长张爱国教授对媒体表示，李天一因第一个与被害女子发生性关系，不构成轮奸罪，只是以判罚较轻的强奸罪批捕，这是律师团所有成员共同努力的结果。,1
4961,#东莞爆料#我在凤岗镇，凤德岭，万润百货买的肉松饼，是毒人饼才对，用水一泡是棉被做的棉被饼，大家千万别买什么肉松饼吃了，买吃了自己肉都给棉被饼吃了😡😡有关部门怎么没管呢？？？？？？2东莞·凤岗镇,1
4962,#微话题#@张驰新：在工信部，运营商双重压力下，小马哥最终没能顶住，微信收费将于7月1日开始，收费标准信息5分/条，语音1毛/条，按这样的标准有多少人会放弃微信？其实中国人的微信使用已经包含了流量费，如果微信收费那么微博没理由不收费。小编：逼我卸载吗？流量就不是钱么？,1
4963,淫閪.：急找孩子，求转，求扩散，求帮忙实验小学寻人启事13940292999。今天上午一个三岁多小女孩在锦绣花园小区近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春13940292999,1
4964,【多家快递表示春节不打烊：部分公司将加价】据《快递杂志》消息报道，包括EMS、顺丰、中通、申通、圆通、韵达、百世、德邦、京东物流、苏宁物流在内的这十家快递企业均表示，今年春节期间不打烊，但是可能会加收10元左右的费用……详情点击：|多家快递表...,0
4965,"凌晨洪水来袭时,大贤村村民高丰收在""媳妇和妈同时掉水先救谁""的选择题里,选择了后者。妻子拿着家里仅有的2000块,带着儿女离开了。这个新闻验证了一句古话：“夫妻本是同林鸟，大难来时各自飞”",0
4966,浙江台州临海充气蹦蹦床炸了，满天都是孩子，，旁边树都炸断了，以后千万别让孩子玩了！120拉好几车还没拉完孩子！看到的多给大家传递一下！远离危险……保护宝宝！[爱心][爱心].,1
4967,【震惊北大学生强奸母猪？】江苏籍北大学生小马爆料：前段时间跟同学张某回老家安徽游玩，结果张某居然让他用手机拍自己强奸母猪，张某一边对圈里的母猪实施奸淫，一边让他帮忙拍下照片作纪念。待张某发泄完毕，还要拉他也来试试。微评：国内最高学府竟有如此学生，到底扇了谁的脸？by：木尔,1
4968,转发的…谁的群最多，帮忙转发一下，一位叫徐敬的女孩，21岁，请速回雅安水城县人民医院，妈妈伤的很严重，想见她最后一面，爸爸号码：15193383486，爱心接力我在:2南肖墙,1
4969,急找孩子，求转，求帮忙云梦实验小学寻人启事13759695559今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人张静杰13759695559,1
4970,大家帮忙转一下，我朋友捡到一个钱包。里边有一张身份证：梁永涛，卡10多张。现金1000元左右，动车票2张。（梁永涛，张慧）车票是后天的，大家帮忙扩散。赠人玫瑰，手留余香。传递正能量。失主请联系：13503897636。谁的群多，帮忙转一下。好人好事大家都转发一下哦，这个得转。现在好人太多了。谢谢！好人有好报！,1
4971,ICC国际冠军杯——国米VS里昂首发出炉！国际米兰：1-汉达诺维奇、33-丹布罗西奥、6-德弗莱、37-什克里尼亚尔、29-达尔伯特-恩里克、5-加利亚尔迪尼、18-阿萨莫阿、16-波利塔诺、10-马丁内斯、7-卡拉莫、9-伊卡尔迪；里昂：30-格尔戈林、4-拉斐尔、25-马丁斯-佩雷拉、24-迪奥普、12-费里、28-恩东贝莱、...,0
4972,2014年10月19日宁波已发现中国国内第一起埃博拉，此疾病基本死亡率90%。流入中国时间比专家预估时间早十天。大家务必提醒孩子和家人随时肥皂洗手，不吃街边摊和露天食物，买回家的成品食物务必煮开食用，防范在先！切记！😱😱此次埃博拉极可能发展为比SARS更可怕的瘟疫。2沙冲北路,1
4973,急找孩子寻人启事13940292999。酬金10万帮忙扩散，今天上午一个三岁多小女孩在锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢看到信息的兄弟姐妹留意一下联系人宁继春139402929992213国道,1
4974,分享视频：网友爆料：今天发生在白山的一幕，据说是某公司“激励”未完成业绩的员工……尼玛，为了这点工资，尊严都不要了吗？这种鸡血公司，这个国家到底有完没完啊？|,0
4975,#地震快讯#中国地震台网正式测定：01月20日21时50分在新疆乌鲁木齐市乌鲁木齐县（北纬43.57度，东经87.42度）发生4.8级地震，震源深度24千米。位置在国道216旁边。永丰镇下寺村一、二队，有个别房屋轻微裂缝，暂无房屋倒塌和人员伤亡情况。几个解读：1-地震局的第一播报误写为沙依巴克区，后修订为乌鲁木齐县。2-这个地方是天山的山前冲积扇，距离“山”大约5公里，距离“有松树的南山”大约10公里。3-这种位置的地震，起因是天山在隆起阶段在边界地区的自我调整，这种调整几乎每天都有。,0
4976,10、13、14、15、16、疫苗问题一直存在、因为他们知道你们没有爱国主义精神、民族大义、缺乏勇气、骨子里就有一种奴隶的本性、所以他们不害怕、,0
4977,家长们注意啦：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！家里孩子长大了的家长也请转转！,1
4978,#地震快讯#中国地震台网自动测定：06月27日18时13分在四川绵阳市北川县附近（北纬31.91度，东经104.42度）发生4.4级左右地震，最终结果以正式速报为准。,0
4979,发表了博文《兰州民警暴力执法：大学生屁股被警棍打开花》来源：中青网警方回应“和平派出所民警暴力执法，用警棍殴打大学生”甘肃省兰州市榆中县公安局官方微博@兰州榆中公安5月17日23：28发布消息：|兰州民警暴...,0
4980,妇幼保健院通知：现在得白血病的小孩越来越多妇幼保健院提示您请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，旺仔牛奶可口可乐爽歪歪娃哈哈AD钙奶未来星QQ星美汁源果粒奶优菠萝味的都含有肉毒杆菌现在紧急召回。有孩子的都转下没有孩子的也请友情转大家行动起来传递一份我们的爱心！,1
4981,急找孩子寻人启事有线索酬金10万帮忙扩散，今天上午一个三岁多小女孩在上海市浦东新区锦绣花园小区附近被人拐走了，小女孩能说出她爸爸的手机号码从监控上看是被一个四十多岁男人抱走了现大人都急疯了有知情者请告之万分感谢联系人宁继春13940292999,1
4982,#王宝强马蓉#【王宝强离婚案一审宣判，法律大V和你聊婚姻那些事】2月11日下午，王宝强诉马蓉离婚案、马蓉诉王宝强名誉权案分别在北京朝阳法院不公开开庭审理并当庭宣判。王宝强离婚案法院一审判决解除双方婚姻关系，并从利于子女健康成长角度出发，判决婚生子由王宝强抚养，婚生女由马蓉抚养。,0
4983,这是安徽省阜南县苗集镇发生的一起因拆房引起的纠纷，一家人被另一家人找来县城小混混打死了其中一家七口，阜南县政府已封锁消息，快点为了正义转发吧！这是什么社会！多少流量也要发出去！为了死去的人！为了一个7口之家！.,1
4984,"#一路平安#@滨州交警沾化交警“春运”出行提示：乘坐长途客车出行,要到客运站选择正规运营车辆,不要站外上车,坚决抵制超员客车。乘坐客车时要系好安全带,发现客车超员、超速、疲劳驾驶等违法行为可通过电话、短信、微博等途径举报。包车出行,应通过正规客运企业,选择具有营运资质的车辆和驾驶人,按照规定办理手续,不贪图便宜或方便包用违规运营的“黑车”。",0
4985,紧急通知：妇幼保健院通知：现在得白血病的小孩越来越多，妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、未来星、QQ星、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。（国际妇保办宣）,1
